sku,fecha,cantidad,centro_distribucion,proveedor
SKU_001,2025-09-28,109,CD_NORTE,PROVEEDOR_3
SKU_001,2025-10-05,96,CD_NORTE,PROVEEDOR_3
SKU_001,2025-10-12,105,CD_NORTE,PROVEEDOR_3
SKU_001,2025-10-19,90,CD_NORTE,PROVEEDOR_3
SKU_001,2025-10-26,107,CD_NORTE,PROVEEDOR_3
SKU_001,2025-11-02,125,CD_NORTE,PROVEEDOR_3
SKU_001,2025-11-09,110,CD_NORTE,PROVEEDOR_3
SKU_001,2025-11-16,103,CD_NORTE,PROVEEDOR_3
SKU_001,2025-11-23,114,CD_NORTE,PROVEEDOR_3
SKU_001,2025-11-30,127,CD_NORTE,PROVEEDOR_3
SKU_001,2025-12-07,100,CD_NORTE,PROVEEDOR_3
SKU_001,2025-12-14,108,CD_NORTE,PROVEEDOR_3
SKU_001,2025-12-21,128,CD_NORTE,PROVEEDOR_3
SKU_001,2025-12-28,108,CD_NORTE,PROVEEDOR_3
SKU_001,2024-01-07,89,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-01-14,122,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-01-21,100,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-01-28,104,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-02-04,119,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-02-11,93,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-02-18,107,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-02-25,117,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-03-03,107,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-03-10,109,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-03-17,140,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-03-24,139,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-03-31,117,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-04-07,123,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-04-14,144,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-04-21,102,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-04-28,130,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-05-05,155,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-05-12,154,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-05-19,92,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-05-26,109,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-06-02,122,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-06-09,98,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-06-16,106,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-06-23,113,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-06-30,135,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-07-07,111,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-07-14,113,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-07-21,116,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-07-28,115,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-08-04,106,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-08-11,85,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-08-18,115,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-08-25,108,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-09-01,83,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-09-08,89,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-09-15,113,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-09-22,108,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-09-29,87,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-10-06,95,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-10-13,97,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-10-20,109,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-10-27,120,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-11-03,103,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-11-10,121,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-11-17,118,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-11-24,109,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-12-01,85,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-12-08,93,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-12-15,123,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-12-22,87,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-12-29,117,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-01-05,133,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-01-12,122,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-01-19,113,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-01-26,111,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-02-02,139,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-02-09,135,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-02-16,125,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-02-23,148,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-03-02,146,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-03-09,162,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-03-16,144,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-03-23,133,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-03-30,134,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-04-06,106,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-04-13,139,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-04-20,136,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-04-27,116,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-05-04,135,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-05-11,156,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-05-18,123,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-05-25,118,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-06-01,149,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-06-08,140,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-06-15,177,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-06-22,106,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-06-29,137,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-07-06,129,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-07-13,123,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-07-20,135,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-07-27,118,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-08-03,87,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-08-10,103,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-08-17,136,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-08-24,132,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-08-31,107,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-09-07,120,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-09-14,155,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-09-21,110,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-09-28,111,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-10-05,114,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-10-12,121,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-10-19,106,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-10-26,122,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-11-02,83,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-11-09,120,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-11-16,117,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-11-23,114,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-11-30,112,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-12-07,112,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-12-14,111,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-12-21,89,CD_CENTRO,PROVEEDOR_3
SKU_001,2025-12-28,123,CD_CENTRO,PROVEEDOR_3
SKU_001,2024-01-07,88,CD_SUR,PROVEEDOR_3
SKU_001,2024-01-14,130,CD_SUR,PROVEEDOR_3
SKU_001,2024-01-21,97,CD_SUR,PROVEEDOR_3
SKU_001,2024-01-28,96,CD_SUR,PROVEEDOR_3
SKU_001,2024-02-04,128,CD_SUR,PROVEEDOR_3
SKU_001,2024-02-11,109,CD_SUR,PROVEEDOR_3
SKU_001,2024-02-18,124,CD_SUR,PROVEEDOR_3
SKU_001,2024-02-25,108,CD_SUR,PROVEEDOR_3
SKU_001,2024-03-03,92,CD_SUR,PROVEEDOR_3
SKU_001,2024-03-10,129,CD_SUR,PROVEEDOR_3
SKU_001,2024-03-17,99,CD_SUR,PROVEEDOR_3
SKU_001,2024-03-24,116,CD_SUR,PROVEEDOR_3
SKU_001,2024-03-31,113,CD_SUR,PROVEEDOR_3
SKU_001,2024-04-07,128,CD_SUR,PROVEEDOR_3
SKU_001,2024-04-14,116,CD_SUR,PROVEEDOR_3
SKU_001,2024-04-21,123,CD_SUR,PROVEEDOR_3
SKU_001,2024-04-28,100,CD_SUR,PROVEEDOR_3
SKU_001,2024-05-05,155,CD_SUR,PROVEEDOR_3
SKU_001,2024-05-12,104,CD_SUR,PROVEEDOR_3
SKU_001,2024-05-19,141,CD_SUR,PROVEEDOR_3
SKU_001,2024-05-26,123,CD_SUR,PROVEEDOR_3
SKU_001,2024-06-02,122,CD_SUR,PROVEEDOR_3
SKU_001,2024-06-09,124,CD_SUR,PROVEEDOR_3
SKU_001,2024-06-16,87,CD_SUR,PROVEEDOR_3
SKU_001,2024-06-23,130,CD_SUR,PROVEEDOR_3
SKU_001,2024-06-30,105,CD_SUR,PROVEEDOR_3
SKU_001,2024-07-07,131,CD_SUR,PROVEEDOR_3
SKU_001,2024-07-14,108,CD_SUR,PROVEEDOR_3
SKU_001,2024-07-21,103,CD_SUR,PROVEEDOR_3
SKU_001,2024-07-28,87,CD_SUR,PROVEEDOR_3
SKU_001,2024-08-04,93,CD_SUR,PROVEEDOR_3
SKU_001,2024-08-11,110,CD_SUR,PROVEEDOR_3
SKU_001,2024-08-18,82,CD_SUR,PROVEEDOR_3
SKU_001,2024-08-25,70,CD_SUR,PROVEEDOR_3
SKU_001,2024-09-01,87,CD_SUR,PROVEEDOR_3
SKU_001,2024-09-08,113,CD_SUR,PROVEEDOR_3
SKU_001,2024-09-15,127,CD_SUR,PROVEEDOR_3
SKU_001,2024-09-22,88,CD_SUR,PROVEEDOR_3
SKU_001,2024-09-29,74,CD_SUR,PROVEEDOR_3
SKU_001,2024-10-06,93,CD_SUR,PROVEEDOR_3
SKU_001,2024-10-13,102,CD_SUR,PROVEEDOR_3
SKU_001,2024-10-20,109,CD_SUR,PROVEEDOR_3
SKU_001,2024-10-27,134,CD_SUR,PROVEEDOR_3
SKU_001,2024-11-03,105,CD_SUR,PROVEEDOR_3
SKU_001,2024-11-10,129,CD_SUR,PROVEEDOR_3
SKU_001,2024-11-17,97,CD_SUR,PROVEEDOR_3
SKU_001,2024-11-24,107,CD_SUR,PROVEEDOR_3
SKU_001,2024-12-01,98,CD_SUR,PROVEEDOR_3
SKU_001,2024-12-08,99,CD_SUR,PROVEEDOR_3
SKU_001,2024-12-15,107,CD_SUR,PROVEEDOR_3
SKU_001,2024-12-22,109,CD_SUR,PROVEEDOR_3
SKU_001,2024-12-29,106,CD_SUR,PROVEEDOR_3
SKU_001,2025-01-05,109,CD_SUR,PROVEEDOR_3
SKU_001,2025-01-12,137,CD_SUR,PROVEEDOR_3
SKU_001,2025-01-19,155,CD_SUR,PROVEEDOR_3
SKU_001,2025-01-26,116,CD_SUR,PROVEEDOR_3
SKU_001,2025-02-02,121,CD_SUR,PROVEEDOR_3
SKU_001,2025-02-09,136,CD_SUR,PROVEEDOR_3
SKU_001,2025-02-16,180,CD_SUR,PROVEEDOR_3
SKU_001,2025-02-23,133,CD_SUR,PROVEEDOR_3
SKU_001,2025-03-02,148,CD_SUR,PROVEEDOR_3
SKU_001,2025-03-09,158,CD_SUR,PROVEEDOR_3
SKU_001,2025-03-16,140,CD_SUR,PROVEEDOR_3
SKU_001,2025-03-23,150,CD_SUR,PROVEEDOR_3
SKU_001,2025-03-30,146,CD_SUR,PROVEEDOR_3
SKU_001,2025-04-06,153,CD_SUR,PROVEEDOR_3
SKU_001,2025-04-13,121,CD_SUR,PROVEEDOR_3
SKU_001,2025-04-20,140,CD_SUR,PROVEEDOR_3
SKU_001,2025-04-27,144,CD_SUR,PROVEEDOR_3
SKU_001,2025-05-04,143,CD_SUR,PROVEEDOR_3
SKU_001,2025-05-11,153,CD_SUR,PROVEEDOR_3
SKU_001,2025-05-18,141,CD_SUR,PROVEEDOR_3
SKU_001,2025-05-25,115,CD_SUR,PROVEEDOR_3
SKU_001,2025-06-01,141,CD_SUR,PROVEEDOR_3
SKU_001,2025-06-08,116,CD_SUR,PROVEEDOR_3
SKU_001,2025-06-15,118,CD_SUR,PROVEEDOR_3
SKU_001,2025-06-22,121,CD_SUR,PROVEEDOR_3
SKU_001,2025-06-29,124,CD_SUR,PROVEEDOR_3
SKU_001,2025-07-06,100,CD_SUR,PROVEEDOR_3
SKU_001,2025-07-13,140,CD_SUR,PROVEEDOR_3
SKU_001,2025-07-20,102,CD_SUR,PROVEEDOR_3
SKU_001,2025-07-27,143,CD_SUR,PROVEEDOR_3
SKU_001,2025-08-03,100,CD_SUR,PROVEEDOR_3
SKU_001,2025-08-10,136,CD_SUR,PROVEEDOR_3
SKU_001,2025-08-17,114,CD_SUR,PROVEEDOR_3
SKU_001,2025-08-24,87,CD_SUR,PROVEEDOR_3
SKU_001,2025-08-31,96,CD_SUR,PROVEEDOR_3
SKU_001,2025-09-07,133,CD_SUR,PROVEEDOR_3
SKU_001,2025-09-14,118,CD_SUR,PROVEEDOR_3
SKU_001,2025-09-21,110,CD_SUR,PROVEEDOR_3
SKU_001,2025-09-28,76,CD_SUR,PROVEEDOR_3
SKU_001,2025-10-05,133,CD_SUR,PROVEEDOR_3
SKU_001,2025-10-12,141,CD_SUR,PROVEEDOR_3
SKU_001,2025-10-19,138,CD_SUR,PROVEEDOR_3
SKU_001,2025-10-26,103,CD_SUR,PROVEEDOR_3
SKU_001,2025-11-02,120,CD_SUR,PROVEEDOR_3
SKU_001,2025-11-09,123,CD_SUR,PROVEEDOR_3
SKU_001,2025-11-16,92,CD_SUR,PROVEEDOR_3
SKU_001,2025-11-23,121,CD_SUR,PROVEEDOR_3
SKU_001,2025-11-30,136,CD_SUR,PROVEEDOR_3
SKU_001,2025-12-07,133,CD_SUR,PROVEEDOR_3
SKU_001,2025-12-14,106,CD_SUR,PROVEEDOR_3
SKU_001,2025-12-21,112,CD_SUR,PROVEEDOR_3
SKU_001,2025-12-28,140,CD_SUR,PROVEEDOR_3
SKU_002,2024-01-07,103,CD_NORTE,PROVEEDOR_4
SKU_002,2024-01-14,119,CD_NORTE,PROVEEDOR_4
SKU_002,2024-01-21,106,CD_NORTE,PROVEEDOR_4
SKU_002,2024-01-28,103,CD_NORTE,PROVEEDOR_4
SKU_002,2024-02-04,139,CD_NORTE,PROVEEDOR_4
SKU_002,2024-02-11,129,CD_NORTE,PROVEEDOR_4
SKU_002,2024-02-18,92,CD_NORTE,PROVEEDOR_4
SKU_002,2024-02-25,112,CD_NORTE,PROVEEDOR_4
SKU_002,2024-03-03,135,CD_NORTE,PROVEEDOR_4
SKU_002,2024-03-10,104,CD_NORTE,PROVEEDOR_4
SKU_002,2024-03-17,131,CD_NORTE,PROVEEDOR_4
SKU_002,2024-03-24,130,CD_NORTE,PROVEEDOR_4
SKU_002,2024-03-31,112,CD_NORTE,PROVEEDOR_4
SKU_002,2024-04-07,122,CD_NORTE,PROVEEDOR_4
SKU_002,2024-04-14,94,CD_NORTE,PROVEEDOR_4
SKU_002,2024-04-21,145,CD_NORTE,PROVEEDOR_4
SKU_002,2024-04-28,117,CD_NORTE,PROVEEDOR_4
SKU_002,2024-05-05,131,CD_NORTE,PROVEEDOR_4
SKU_002,2024-05-12,127,CD_NORTE,PROVEEDOR_4
SKU_002,2024-05-19,136,CD_NORTE,PROVEEDOR_4
SKU_002,2024-05-26,111,CD_NORTE,PROVEEDOR_4
SKU_002,2024-06-02,118,CD_NORTE,PROVEEDOR_4
SKU_002,2024-06-09,121,CD_NORTE,PROVEEDOR_4
SKU_002,2024-06-16,123,CD_NORTE,PROVEEDOR_4
SKU_002,2024-06-23,125,CD_NORTE,PROVEEDOR_4
SKU_002,2024-06-30,101,CD_NORTE,PROVEEDOR_4
SKU_002,2024-07-07,97,CD_NORTE,PROVEEDOR_4
SKU_002,2024-07-14,122,CD_NORTE,PROVEEDOR_4
SKU_002,2024-07-21,75,CD_NORTE,PROVEEDOR_4
SKU_002,2024-07-28,121,CD_NORTE,PROVEEDOR_4
SKU_002,2024-08-04,94,CD_NORTE,PROVEEDOR_4
SKU_002,2024-08-11,97,CD_NORTE,PROVEEDOR_4
SKU_002,2024-08-18,86,CD_NORTE,PROVEEDOR_4
SKU_002,2024-08-25,93,CD_NORTE,PROVEEDOR_4
SKU_002,2024-09-01,110,CD_NORTE,PROVEEDOR_4
SKU_002,2024-09-08,102,CD_NORTE,PROVEEDOR_4
SKU_002,2024-09-15,98,CD_NORTE,PROVEEDOR_4
SKU_002,2024-09-22,92,CD_NORTE,PROVEEDOR_4
SKU_002,2024-09-29,70,CD_NORTE,PROVEEDOR_4
SKU_002,2024-10-06,78,CD_NORTE,PROVEEDOR_4
SKU_002,2024-10-13,85,CD_NORTE,PROVEEDOR_4
SKU_002,2024-10-20,96,CD_NORTE,PROVEEDOR_4
SKU_002,2024-10-27,92,CD_NORTE,PROVEEDOR_4
SKU_002,2024-11-03,105,CD_NORTE,PROVEEDOR_4
SKU_002,2024-11-10,99,CD_NORTE,PROVEEDOR_4
SKU_002,2024-11-17,95,CD_NORTE,PROVEEDOR_4
SKU_002,2024-11-24,126,CD_NORTE,PROVEEDOR_4
SKU_002,2024-12-01,102,CD_NORTE,PROVEEDOR_4
SKU_002,2024-12-08,93,CD_NORTE,PROVEEDOR_4
SKU_002,2024-12-15,125,CD_NORTE,PROVEEDOR_4
SKU_002,2024-12-22,118,CD_NORTE,PROVEEDOR_4
SKU_002,2024-12-29,128,CD_NORTE,PROVEEDOR_4
SKU_002,2025-01-05,104,CD_NORTE,PROVEEDOR_4
SKU_002,2025-01-12,121,CD_NORTE,PROVEEDOR_4
SKU_002,2025-01-19,90,CD_NORTE,PROVEEDOR_4
SKU_002,2025-01-26,122,CD_NORTE,PROVEEDOR_4
SKU_002,2025-02-02,111,CD_NORTE,PROVEEDOR_4
SKU_002,2025-02-09,97,CD_NORTE,PROVEEDOR_4
SKU_002,2025-02-16,130,CD_NORTE,PROVEEDOR_4
SKU_002,2025-02-23,93,CD_NORTE,PROVEEDOR_4
SKU_002,2025-03-02,93,CD_NORTE,PROVEEDOR_4
SKU_002,2025-03-09,125,CD_NORTE,PROVEEDOR_4
SKU_002,2025-03-16,128,CD_NORTE,PROVEEDOR_4
SKU_002,2025-03-23,134,CD_NORTE,PROVEEDOR_4
SKU_002,2025-03-30,132,CD_NORTE,PROVEEDOR_4
SKU_002,2025-04-06,142,CD_NORTE,PROVEEDOR_4
SKU_002,2025-04-13,131,CD_NORTE,PROVEEDOR_4
SKU_002,2025-04-20,119,CD_NORTE,PROVEEDOR_4
SKU_002,2025-04-27,120,CD_NORTE,PROVEEDOR_4
SKU_002,2025-05-04,116,CD_NORTE,PROVEEDOR_4
SKU_002,2025-05-11,123,CD_NORTE,PROVEEDOR_4
SKU_002,2025-05-18,103,CD_NORTE,PROVEEDOR_4
SKU_002,2025-05-25,121,CD_NORTE,PROVEEDOR_4
SKU_002,2025-06-01,114,CD_NORTE,PROVEEDOR_4
SKU_002,2025-06-08,117,CD_NORTE,PROVEEDOR_4
SKU_002,2025-06-15,115,CD_NORTE,PROVEEDOR_4
SKU_002,2025-06-22,76,CD_NORTE,PROVEEDOR_4
SKU_002,2025-06-29,95,CD_NORTE,PROVEEDOR_4
SKU_002,2025-07-06,104,CD_NORTE,PROVEEDOR_4
SKU_002,2025-07-13,103,CD_NORTE,PROVEEDOR_4
SKU_002,2025-07-20,105,CD_NORTE,PROVEEDOR_4
SKU_002,2025-07-27,104,CD_NORTE,PROVEEDOR_4
SKU_002,2025-08-03,119,CD_NORTE,PROVEEDOR_4
SKU_002,2025-08-10,101,CD_NORTE,PROVEEDOR_4
SKU_002,2025-08-17,91,CD_NORTE,PROVEEDOR_4
SKU_002,2025-08-24,72,CD_NORTE,PROVEEDOR_4
SKU_002,2025-08-31,74,CD_NORTE,PROVEEDOR_4
SKU_002,2025-09-07,99,CD_NORTE,PROVEEDOR_4
SKU_002,2025-09-14,105,CD_NORTE,PROVEEDOR_4
SKU_002,2025-09-21,111,CD_NORTE,PROVEEDOR_4
SKU_002,2025-09-28,79,CD_NORTE,PROVEEDOR_4
SKU_002,2025-10-05,86,CD_NORTE,PROVEEDOR_4
SKU_002,2025-10-12,93,CD_NORTE,PROVEEDOR_4
SKU_002,2025-10-19,118,CD_NORTE,PROVEEDOR_4
SKU_002,2025-10-26,92,CD_NORTE,PROVEEDOR_4
SKU_002,2025-11-02,112,CD_NORTE,PROVEEDOR_4
SKU_002,2025-11-09,95,CD_NORTE,PROVEEDOR_4
SKU_002,2025-11-16,109,CD_NORTE,PROVEEDOR_4
